ra,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,value
1,2013-04-04 08:32:15,12,187,,,219,59267,3,0.0,1,2.2,,5.08,20,190.14,0,23246,1,0,4,0,1,1,,,1,,,,1.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,59526,3,3.5,0,2.2,0.0377,4.78,19,100.89,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,-1.0,0.0,5.0,,,,,,,,,,,,,1.0,0.0,31.0,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,68914,2,3.0,1,2.2,0.0206,4.44,13,100.89,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,11.0,0.0,0.0,,,,,0.0,-1.0,,,,,,,,0.0,0.0,11.0,1,114.29,1,5
1,2013-04-04 08:32:15,12,187,,,219,74474,3,4.5,1,2.4,0.1255,5.03,2,210.84,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,81437,3,4.0,1,2.3,0.0155,5.03,15,138.4,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,85728,2,3.0,1,1.79,0.0072,4.5,31,100.89,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,8.0,,,,1.0,-1.0,14.0,,,,,,,0.0,0.0,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,88096,4,4.0,1,2.94,0.066,5.18,23,152.63,1,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,5.0,0.0,0.0,5.0,,,,1.0,0.0,5.0,,,,,,,0.0,0.0,15.0,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,88127,3,3.0,1,1.39,0.0038,4.8,36,138.4,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,88218,4,3.5,1,2.77,0.1266,4.98,8,115.12,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,-1.0,,,,,,,,0.0,0.0,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,89073,4,4.0,1,2.08,0.015,5.28,6,191.44,0,23246,1,0,4,0,1,1,,,1,,,,,,,0.0,0.0,5.0,,,,0.0,0.0,,,,,,,,0.0,0.0,5.0,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,95166,3,4.0,1,2.71,0.0359,4.71,28,122.88,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,12.0,0.0,0.0,6.0,,,,,,,,,,,,,0.0,0.0,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,95307,4,3.5,1,2.4,0.1149,4.93,1,139.7,0,23246,1,0,4,0,1,1,,,1,,,,,,,0.0,0.0,29.0,,,,,1.0,,,,,,,,-1.0,0.0,27.0,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,97247,2,3.5,1,2.83,0.0145,4.68,32,115.12,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,5.0,,,,1.0,1.0,9.0,,,,,,,-1.0,0.0,5.0,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,107872,2,3.5,1,2.71,0.0465,4.44,12,128.06,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,23.0,0.0,0.0,10.0,,,,1.0,-1.0,3.0,,,,,,,0.0,0.0,14.0,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,111000,3,4.5,1,2.2,0.0164,5.02,24,181.09,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,111106,3,2.5,1,0.69,0.0071,4.67,37,120.29,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,114766,2,3.5,1,1.61,0.0052,4.67,33,104.77,0,23246,1,0,4,0,1,1,,,1,,,,,,,,,,,,,,-1.0,,,,,,,,,,,0,,0,0
1,2013-04-04 08:32:15,12,187,,,219,122844,3,4.5,1,2.3,0.0032,5.46,29,190.14,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,3625,4,4.0,0,3.22,0.2544,5.98,21,295.0,0,12588,2,46,1,0,1,1,,238.35,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,11622,4,4.0,0,2.71,,5.64,36,299.0,0,12588,2,46,1,0,1,1,,238.34,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,11826,5,4.5,1,3.22,0.1924,6.1,22,373.0,1,12588,2,46,1,0,1,1,,238.33,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,22824,3,4.0,0,3.26,0.3729,5.74,4,329.0,0,12588,2,46,1,0,1,1,,238.29,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,37581,5,4.5,0,3.09,0.2508,6.21,26,600.0,0,12588,2,46,1,0,1,1,,238.35,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,39993,4,4.0,1,3.09,0.1692,5.69,3,365.0,0,12588,2,46,1,0,1,1,,237.94,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,46162,4,4.5,0,3.26,0.3582,5.73,24,331.0,1,12588,2,46,1,0,1,1,,238.32,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,49152,4,4.5,1,3.09,0.1417,5.92,9,329.0,0,12588,2,46,1,0,1,1,,238.3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,56063,4,4.5,0,3.26,0.3246,5.91,18,259.0,0,12588,2,46,1,0,1,1,,238.33,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,56472,4,4.5,1,1.1,0.0149,5.55,10,335.0,0,12588,2,46,1,0,1,1,,238.54,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,58696,0,4.5,0,1.61,0.0823,5.39,29,219.0,0,12588,2,46,1,0,1,1,,236.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,64344,4,3.0,1,1.79,,5.79,31,267.0,0,12588,2,46,1,0,1,1,,238.4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,65984,2,3.5,0,3.09,0.223,5.08,25,194.0,0,12588,2,46,1,0,1,1,,238.31,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,71258,1,2.0,0,0.69,0.0131,4.29,19,70.0,0,12588,2,46,1,0,1,1,,236.59,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,75491,2,3.5,0,3.22,0.3696,5.52,8,189.0,0,12588,2,46,1,0,1,1,,238.3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,81172,0,4.0,0,0.69,,5.56,33,289.0,0,12588,2,46,1,0,1,1,,234.51,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,83045,3,3.5,0,3.26,0.3431,5.6,2,219.0,0,12588,2,46,1,0,1,1,,238.33,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,83430,4,4.5,0,2.77,0.0362,5.85,27,405.0,0,12588,2,46,1,0,1,1,,238.4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,83806,4,4.0,1,3.18,0.3483,5.92,6,330.0,0,12588,2,46,1,0,1,1,,238.29,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,85567,2,4.0,1,0.69,0.0408,5.14,7,135.0,0,12588,2,46,1,0,1,1,,236.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,85742,3,4.0,0,1.1,,5.36,30,169.0,1,12588,2,46,1,0,1,1,,234.1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,89119,4,4.5,1,3.18,0.2742,5.6,14,255.0,1,12588,2,46,1,0,1,1,,238.06,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,97099,4,4.0,1,3.22,0.3611,6.04,13,408.0,0,12588,2,46,1,0,1,1,,238.3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,109185,4,4.5,1,3.18,0.3138,6.08,20,323.0,1,12588,2,46,1,0,1,1,,238.28,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,110813,2,4.0,0,2.4,,5.14,32,139.0,1,12588,2,46,1,0,1,1,,233.87,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,116696,2,4.0,0,2.4,,5.12,35,139.0,0,12588,2,46,1,0,1,1,,238.43,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,125069,3,4.0,1,1.61,0.0969,5.28,1,159.0,1,12588,2,46,1,0,1,1,,236.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,127808,2,2.5,0,3.0,0.0457,5.25,15,79.0,0,12588,2,46,1,0,1,1,,237.73,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,129278,3,3.5,0,1.79,,4.82,34,160.0,0,12588,2,46,1,0,1,1,,238.38,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,134162,5,4.5,0,3.09,0.2677,6.14,12,525.0,0,12588,2,46,1,0,1,1,,238.34,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,137826,2,3.0,0,3.26,0.3147,5.25,28,181.0,0,12588,2,46,1,0,1,1,,238.21,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4,2012-12-31 08:59:22,5,219,,,219,139893,2,3.0,1,1.61,0.0309,5.25,16,129.0,0,12588,2,46,1,0,1,1,,236.14,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1
6,2013-06-05 12:27:51,14,100,,,100,10759,0,2.0,0,1.95,,0.0,4,97.63,0,21106,1,5,2,0,1,0,,652.84,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,,0,0
6,2013-06-05 12:27:51,14,100,,,100,22135,0,5.0,0,1.95,,0.0,6,115.03,0,21106,1,5,2,0,1,0,,652.84,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,,0,0
6,2013-06-05 12:27:51,14,100,,,100,52376,2,0.0,1,1.95,,0.0,2,86.03,0,21106,1,5,2,0,1,0,,652.85,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
6,2013-06-05 12:27:51,14,100,,,100,104251,3,4.0,1,1.95,,0.0,1,145.0,0,21106,1,5,2,0,1,0,,652.84,0,,,,,,,,,,,,,,,,,,,,,,,,,1,162.38,1,5
6,2013-06-05 12:27:51,14,100,,,100,118866,2,4.5,1,1.95,,0.0,3,183.66,0,21106,1,5,2,0,1,0,,652.78,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,10250,3,3.5,1,1.39,0.0321,4.64,15,82.0,0,7082,1,0,1,0,1,0,,5.4,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,13252,4,4.5,1,0.0,,5.49,19,160.0,1,7082,1,0,1,0,1,0,,3.98,0,,,,,,,0.0,0.0,,,,,1.0,0.0,42.0,,,,,,,1.0,0.0,43.0,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,22756,4,4.0,1,2.83,0.2251,5.11,10,259.0,0,7082,1,0,1,0,1,0,,4.41,0,,,,0.0,0.0,,-1.0,0.0,7.0,,,,0.0,0.0,7.0,,,,,,,-1.0,0.0,7.0,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,27669,3,3.5,1,3.0,0.2107,4.62,16,85.0,0,7082,1,0,1,0,1,0,,4.17,0,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,1,96.41,1,5
8,2013-03-20 17:50:44,5,219,,,219,30630,3,4.0,1,0.0,,4.81,20,109.0,0,7082,1,0,1,0,1,0,,3.69,0,,,,1.0,0.0,4.0,-1.0,0.0,9.0,,,,,,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,32491,3,4.5,1,2.3,0.0516,5.18,6,199.0,0,7082,1,0,1,0,1,0,,4.45,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,33805,3,3.5,1,3.14,0.1393,4.89,13,119.0,1,7082,1,0,1,0,1,0,,3.83,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,35397,3,4.5,1,1.39,0.1,4.82,12,119.0,1,7082,1,0,1,0,1,0,,5.07,0,,,,0.0,0.0,,1.0,0.0,25.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,39137,2,3.5,1,1.61,0.0813,4.55,14,80.0,0,7082,1,0,1,0,1,0,,4.85,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,41497,3,4.5,1,1.79,0.0432,5.1,1,189.0,0,7082,1,0,1,0,1,0,,1.64,0,,,,0.0,0.0,,1.0,0.0,5.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,54403,2,3.5,1,0.0,,4.44,22,66.0,0,7082,1,0,1,0,1,0,,8.77,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,58176,0,0.0,0,1.79,,4.71,25,150.0,0,7082,1,0,1,0,1,0,,0.54,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,63511,3,4.5,1,1.39,,5.36,21,209.0,0,7082,1,0,1,0,1,0,,1.49,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,1.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,66444,4,4.5,1,1.39,,5.34,18,239.0,0,7082,1,0,1,0,1,0,,1.41,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,67150,4,4.5,1,2.89,0.2295,5.39,4,259.0,0,7082,1,0,1,0,1,0,,4.34,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,73738,3,4.5,1,1.39,0.0883,5.14,3,189.0,0,7082,1,0,1,0,1,0,,4.8,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,83293,3,4.5,1,2.94,0.0731,5.12,2,239.0,0,7082,1,0,1,0,1,0,,4.05,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,90151,5,4.5,0,2.56,0.1592,5.7,7,259.0,0,7082,1,0,1,0,1,0,,4.52,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,119302,3,3.5,1,1.95,,4.76,24,93.0,0,7082,1,0,1,0,1,0,,1.16,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,1.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,125655,3,4.0,1,3.0,0.2427,4.97,9,149.0,0,7082,1,0,1,0,1,0,,4.26,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
8,2013-03-20 17:50:44,5,219,,,219,134607,3,4.5,1,1.79,0.0434,4.99,8,189.0,0,7082,1,0,1,0,1,0,,1.61,0,,,,-1.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,5.0,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,6492,2,4.0,1,2.3,,3.91,36,47.0,0,12610,1,39,2,0,1,1,,284.56,1,,,,1.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,12.0,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,8946,3,4.5,1,1.95,,5.17,19,84.0,0,12610,1,39,2,0,1,1,,288.12,1,,,,0.0,1.0,,0.0,0.0,,,,,1.0,0.0,20.0,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,9952,2,3.0,1,1.61,,4.1,14,50.0,0,12610,1,39,2,0,1,1,,275.55,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,19470,2,3.5,1,1.39,,4.37,9,60.0,0,12610,1,39,2,0,1,1,,275.42,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,20499,2,3.5,1,2.2,,4.11,31,45.0,0,12610,1,39,2,0,1,1,,284.67,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,,0,1
11,2013-02-25 08:39:33,5,219,,,219,24526,3,4.0,1,0.69,0.1099,4.94,2,119.0,0,12610,1,39,2,0,1,1,,278.73,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,26421,3,5.0,1,2.08,,5.07,25,89.0,0,12610,1,39,2,0,1,1,,287.79,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,27675,3,4.5,1,1.1,0.1626,4.7,7,85.0,0,12610,1,39,2,0,1,1,,279.74,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,28364,3,4.5,1,1.61,0.2046,4.73,3,79.0,0,12610,1,39,2,0,1,1,,280.57,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,33980,3,5.0,1,1.1,,5.03,13,98.0,0,12610,1,39,2,0,1,1,,283.87,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,35021,3,4.0,1,2.08,,4.99,26,153.0,0,12610,1,39,2,0,1,1,,287.83,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,38443,3,4.0,1,2.4,,4.58,18,60.0,0,12610,1,39,2,0,1,1,,284.42,1,,,,-1.0,0.0,10.0,-1.0,1.0,10.0,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,47116,3,4.5,1,2.08,,4.95,22,84.0,0,12610,1,39,2,0,1,1,,287.82,1,,,,0.0,0.0,11.0,0.0,0.0,11.0,,,,,,,,,,,,,0.0,0.0,11.0,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,59898,3,0.0,1,2.08,,4.84,32,76.0,0,12610,1,39,2,0,1,1,,288.1,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,63095,2,3.5,1,1.61,,4.92,33,65.0,0,12610,1,39,2,0,1,1,,287.66,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,69993,2,2.5,1,2.2,,4.22,27,34.0,0,12610,1,39,2,0,1,1,,284.47,1,,,,0.0,-1.0,,0.0,-1.0,,,,,1.0,-1.0,17.0,,,,,,,0.0,-1.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,73511,3,5.0,1,0.0,,4.91,29,75.0,0,12610,1,39,2,0,1,1,,287.02,1,,,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,74499,3,4.5,1,0.69,0.1555,4.68,8,74.0,0,12610,1,39,2,0,1,1,,279.07,1,,,,,,,1.0,0.0,20.0,,,,1.0,0.0,20.0,,,,,,,1.0,0.0,20.0,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,75743,3,4.5,1,0.0,,4.88,24,93.0,0,12610,1,39,2,0,1,1,,276.98,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,78768,3,5.0,1,2.08,,4.95,12,93.0,0,12610,1,39,2,0,1,1,,287.89,1,,,,,,,-1.0,0.0,9.0,,,,-1.0,0.0,9.0,,,,,,,-1.0,0.0,9.0,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,80764,2,3.5,1,1.79,,3.87,21,60.0,0,12610,1,39,2,0,1,1,,283.89,1,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,83769,4,4.5,1,2.08,,5.24,37,123.0,0,12610,1,39,2,0,1,1,,288.09,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,-1.0,0.0,7.0,0,,0,0
11,2013-02-25 08:39:33,5,219,,,219,85264,2,3.0,1,1.95,,4.31,30,70.0,0,12610,1,39,2,0,1,1,,285.8,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
